company_id,type,rule_id,text,confidence_pct
KOTAKBANK,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,68
KOTAKBANK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,63
KOTAKBANK,con,C16,Five-year profit CAGR of 6.7% is in line with nominal GDP growth — no strong momentum yet,61
LTIM,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,83
LTIM,con,C14,Interest coverage of 3.0x is adequate but tighter than peers with stronger coverage ratios,63
LTIM,con,C13,Return on capital employed at 12.7% is in the moderate range — worth tracking for further improvement,62
LTIM,con,C15,Debt-to-equity of 1.14 is moderate; further leverage increases should be evaluated carefully,62
LTIM,con,C18,"Free cash flow was negative in the latest year, reflecting elevated capex or working-capital needs",61
LT,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value,100
LT,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
LT,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
LT,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,77
LT,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,75
LT,con,C16,Five-year revenue CAGR of 5.3% is in line with nominal GDP growth — no strong momentum yet,61
LT,con,C19,Debt-to-equity of 0.76 is manageable but worth monitoring against sector peers,60
LICI,pro,P0,Return on capital employed of 18.0% reflects a reasonably efficient business,62
LICI,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,90
LICI,con,C18,"Free cash flow was negative in the latest year, reflecting elevated capex or working-capital needs",61
M&M,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,82
M&M,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
M&M,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,68
M&M,con,C0,Mahindra & Mahindra Ltd warrants continued monitoring against sector benchmarks for margin and leverage trends,62
MARICO,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,100
MARICO,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84
MARICO,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,72
MARICO,con,C0,Marico Ltd warrants continued monitoring against sector benchmarks for margin and leverage trends,62
MARUTI,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,100
MARUTI,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,72
MARUTI,con,C0,Maruti Suzuki India Ltd warrants continued monitoring against sector benchmarks for margin and leverage trends,62
NHPC,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68
NHPC,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65
NHPC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,64
NHPC,con,C20,Operating margin slipped to 11.3% from 26.1% a year earlier,60
NTPC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,82
NTPC,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77
NTPC,con,C1,Debt-to-equity ratio of 2.08 is elevated for a non-financial company and warrants monitoring,71
NTPC,con,C14,Interest coverage of 2.5x is adequate but tighter than peers with stronger coverage ratios,63
NTPC,con,C13,Return on capital employed at 10.8% is in the moderate range — worth tracking for further improvement,62
NTPC,con,C20,Operating margin slipped to 14.1% from 30.3% a year earlier,60
NESTLEIND,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
NESTLEIND,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75
NESTLEIND,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73
NESTLEIND,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68
NESTLEIND,con,C16,Five-year revenue CAGR of 7.1% is in line with nominal GDP growth — no strong momentum yet,61
NESTLEIND,con,C19,Debt-to-equity of 0.78 is manageable but worth monitoring against sector peers,60
OBEROIRLTY,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,100
OBEROIRLTY,con,C20,Operating margin slipped to 15.5% from 18.6% a year earlier,60
ONGC,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,83
ONGC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,77
ONGC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,83
ONGC,con,C11,Net debt exceeding 3.6 times EBITDA is a high leverage ratio and limits financial flexibility,75
ONGC,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,68
ONGC,con,C15,Debt-to-equity of 1.45 is moderate; further leverage increases should be evaluated carefully,62
ONGC,con,C18,"Free cash flow was negative in the latest year, reflecting elevated capex or working-capital needs",61
ONGC,con,C20,Operating margin slipped to 12.4% from 23.0% a year earlier,60
PIDILITIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
PIDILITIND,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77
PIDILITIND,con,C13,Return on capital employed at 11.9% is in the moderate range — worth tracking for further improvement,62
PIDILITIND,con,C16,Five-year revenue CAGR of 7.5% is in line with nominal GDP growth — no strong momentum yet,61
PIDILITIND,con,C19,Debt-to-equity of 0.58 is manageable but worth monitoring against sector peers,60
PIDILITIND,con,C20,Operating margin slipped to 13.4% from 22.7% a year earlier,60
POWERGRID,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value,100
POWERGRID,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
POWERGRID,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,89
POWERGRID,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,75
POWERGRID,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,70
POWERGRID,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69
POWERGRID,con,C0,Power Grid Corporation of India warrants continued monitoring against sector benchmarks for margin and leverage trends,62
PNB,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,82
PNB,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,74
PNB,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73
PNB,con,C20,Operating margin slipped to 19.5% from 32.4% a year earlier,60
RELIANCE,pro,P0,Return on equity of 20.2% in the latest year indicates adequate profitability,62
RELIANCE,con,C19,Debt-to-equity of 0.53 is manageable but worth monitoring against sector peers,60
RELIANCE,con,C20,Operating margin slipped to 24.5% from 31.9% a year earlier,60
SBILIFE,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
SBILIFE,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value,89
SBILIFE,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81
SBILIFE,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,76
SBILIFE,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75
SBILIFE,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,75
SBILIFE,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,70
SBILIFE,con,C0,SBI Life Insurance Co Ltd warrants continued monitoring against sector benchmarks for margin and leverage trends,62
SHREECEM,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,87
SHREECEM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,82
SHREECEM,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,81
SHREECEM,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,77
SHREECEM,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,70
SHREECEM,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,68
SHREECEM,con,C13,Return on capital employed at 13.5% is in the moderate range — worth tracking for further improvement,62
SHREECEM,con,C19,Debt-to-equity of 0.92 is manageable but worth monitoring against sector peers,60
SHREECEM,con,C20,Operating margin slipped to 20.3% from 29.1% a year earlier,60
SHRIRAMFIN,pro,P0,Return on capital employed of 16.3% reflects a reasonably efficient business,62
SHRIRAMFIN,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,100
SHRIRAMFIN,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,68
SHRIRAMFIN,con,C18,"Free cash flow was negative in the latest year, reflecting elevated capex or working-capital needs",61
SIEMENS,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
SIEMENS,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,96
SIEMENS,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,84
SIEMENS,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,71
SIEMENS,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
SIEMENS,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,70
SBIN,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
SBIN,con,C16,Five-year profit CAGR of 9.0% is in line with nominal GDP growth — no strong momentum yet,61
SBIN,con,C20,Operating margin slipped to 14.6% from 23.3% a year earlier,60
SUNPHARMA,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value,100
SUNPHARMA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
SUNPHARMA,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
SUNPHARMA,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,74
SUNPHARMA,con,C20,Operating margin slipped to 23.4% from 23.8% a year earlier,60
TVSMOTOR,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value,100
TVSMOTOR,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
TVSMOTOR,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
TVSMOTOR,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,90
TVSMOTOR,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,68
TVSMOTOR,con,C13,Return on capital employed at 12.3% is in the moderate range — worth tracking for further improvement,62
TATACOMM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
TATACOMM,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67
TATACOMM,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,85
TATACOMM,con,C11,Net debt exceeding 3.2 times EBITDA is a high leverage ratio and limits financial flexibility,71
TATACOMM,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,68
TATACOMM,con,C15,Debt-to-equity of 1.33 is moderate; further leverage increases should be evaluated carefully,62
TATACOMM,con,C18,"Free cash flow was negative in the latest year, reflecting elevated capex or working-capital needs",61
TATACOMM,con,C20,Operating margin slipped to 9.1% from 12.0% a year earlier,60
TCS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
TCS,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,87
TCS,con,C1,Debt-to-equity ratio of 2.48 is elevated for a non-financial company and warrants monitoring,75
TCS,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,68
TCS,con,C18,"Free cash flow was negative in the latest year, reflecting elevated capex or working-capital needs",61
TCS,con,C20,Operating margin slipped to 8.9% from 10.7% a year earlier,60
TATACONSUM,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value,100
TATACONSUM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
TATACONSUM,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,100
TATACONSUM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,87
TATACONSUM,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
TATACONSUM,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
TATACONSUM,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70
TATACONSUM,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,71
TATAMOTORS,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
TATAMOTORS,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,82
TATAMOTORS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
TATAMOTORS,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,71
TATAMOTORS,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,67
TATAMOTORS,con,C15,Debt-to-equity of 1.20 is moderate; further leverage increases should be evaluated carefully,62
TATAMOTORS,con,C20,Operating margin slipped to 12.6% from 21.1% a year earlier,60
TATAPOWER,pro,P0,Profitable in the latest financial year with positive net income,62
TATAPOWER,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,77
TATAPOWER,con,C1,Debt-to-equity ratio of 2.18 is elevated for a non-financial company and warrants monitoring,72
TATAPOWER,con,C14,Interest coverage of 1.8x is adequate but tighter than peers with stronger coverage ratios,63
TATAPOWER,con,C16,Five-year revenue CAGR of 7.4% is in line with nominal GDP growth — no strong momentum yet,61
TATAPOWER,con,C18,"Free cash flow was negative in the latest year, reflecting elevated capex or working-capital needs",61
TATAPOWER,con,C20,Operating margin slipped to 9.5% from 29.4% a year earlier,60
TATASTEEL,pro,P0,Return on equity of 17.4% in the latest year indicates adequate profitability,62
TATASTEEL,con,C1,Debt-to-equity ratio of 2.25 is elevated for a non-financial company and warrants monitoring,73
TATASTEEL,con,C14,Interest coverage of 2.2x is adequate but tighter than peers with stronger coverage ratios,63
TATASTEEL,con,C18,"Free cash flow was negative in the latest year, reflecting elevated capex or working-capital needs",61
TATASTEEL,con,C20,Operating margin slipped to 14.8% from 32.8% a year earlier,60
TECHM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,62
TECHM,con,C13,Return on capital employed at 14.1% is in the moderate range — worth tracking for further improvement,62
TECHM,con,C19,Debt-to-equity of 0.82 is manageable but worth monitoring against sector peers,60
TECHM,con,C20,Operating margin slipped to 18.6% from 30.0% a year earlier,60
TITAN,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
TITAN,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,81
TITAN,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value,79
TITAN,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,75
TITAN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
TITAN,con,C20,Operating margin slipped to 23.0% from 29.3% a year earlier,60
TORNTPHARM,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value,100
TORNTPHARM,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
TORNTPHARM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
TORNTPHARM,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
TORNTPHARM,con,C16,Five-year revenue CAGR of 9.6% is in line with nominal GDP growth — no strong momentum yet,61
TORNTPHARM,con,C19,Debt-to-equity of 0.83 is manageable but worth monitoring against sector peers,60
TORNTPOWER,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,100
TORNTPOWER,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,75
TORNTPOWER,con,C14,Interest coverage of 2.7x is adequate but tighter than peers with stronger coverage ratios,63
TORNTPOWER,con,C19,Debt-to-equity of 0.90 is manageable but worth monitoring against sector peers,60
UPL,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,100
UPL,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,76
UPL,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,69
UPL,con,C14,Interest coverage of 2.1x is adequate but tighter than peers with stronger coverage ratios,63
UPL,con,C15,Debt-to-equity of 1.40 is moderate; further leverage increases should be evaluated carefully,62
UPL,con,C18,"Free cash flow was negative in the latest year, reflecting elevated capex or working-capital needs",61
UPL,con,C20,Operating margin slipped to 8.6% from 32.5% a year earlier,60
ULTRACEMCO,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value,100
ULTRACEMCO,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,99
ULTRACEMCO,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,75
ULTRACEMCO,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
ULTRACEMCO,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,69
ULTRACEMCO,con,C19,Debt-to-equity of 0.54 is manageable but worth monitoring against sector peers,60
VEDL,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,66
VEDL,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,68
VEDL,con,C16,Five-year revenue CAGR of 8.7% is in line with nominal GDP growth — no strong momentum yet,61
WIPRO,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value,100
WIPRO,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
WIPRO,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
WIPRO,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
WIPRO,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,75
WIPRO,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65
WIPRO,con,C19,Debt-to-equity of 0.62 is manageable but worth monitoring against sector peers,60
ZEEL,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value,100
ZEEL,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
ZEEL,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
ZEEL,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77
ZEEL,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,72
ZEEL,con,C0,Zee Entertainment Enterprises Ltd warrants continued monitoring against sector benchmarks for margin and leverage trends,62
